"","subst","causalforest","cateonestep_oracle","cateonestep","cateplugin","lrnr","n"
"1",1.08030914660779,0.615256901447992,0.539401943057567,4.41378086698882,1.08496177709329,"Lrnr_glm_TRUE_",100
"2",1.08030914660779,0.615256901447992,0.253299958002846,10.9410977614072,0.964275226728754,"Lrnr_earth_2_3_backward_0_1_0_0_",100
"3",1.08030914660779,0.615256901447992,0.152548552360211,4.83237698866036,0.977495094323735,"Lrnr_gam_NULL_NULL_GCV.Cp_",100
"4",1.08030914660779,0.615256901447992,0.331429438257961,13.8629933970947,0.989257373010099,"Lrnr_rpart_FALSE_FALSE_FALSE_",100
"5",1.08030914660779,0.615256901447992,0.707172868990475,46.2204006797401,0.997639813561633,"Lrnr_ranger_500_TRUE_none_1_",100
"6",1.08030914660779,0.615256901447992,0.995511536546739,94.2072382260512,1.01461346894053,"Lrnr_xgboost_20_1_3_",100
"7",1.08030914660779,0.615256901447992,1.24971893583791,99.3702578498027,1.02947735365144,"Lrnr_xgboost_20_1_4_",100
"8",1.08030914660779,0.615256901447992,1.4414288940796,98.6746374676846,1.04033534366009,"Lrnr_xgboost_20_1_5_",100
"9",0.13598463996577,0.265204033992895,0.51669669785743,1.21815572860801,0.533632600635581,"Lrnr_glm_TRUE_",250
"10",0.13598463996577,0.265204033992895,0.183603379298703,6.00726052622984,0.111558823513865,"Lrnr_earth_2_3_backward_0_1_0_0_",250
"11",0.13598463996577,0.265204033992895,0.0787501960858943,1.25834743307685,0.106775120446314,"Lrnr_gam_NULL_NULL_GCV.Cp_",250
"12",0.13598463996577,0.265204033992895,0.280358481577504,6.19996570542915,0.132086244152086,"Lrnr_rpart_FALSE_FALSE_FALSE_",250
"13",0.13598463996577,0.265204033992895,0.770541257830839,17.2916400578436,0.117062415140923,"Lrnr_ranger_500_TRUE_none_1_",250
"14",0.13598463996577,0.265204033992895,0.739796019339924,36.7572689370303,0.115779619089237,"Lrnr_xgboost_20_1_3_",250
"15",0.13598463996577,0.265204033992895,0.974073475347436,37.8489803217075,0.120084463393013,"Lrnr_xgboost_20_1_4_",250
"16",0.13598463996577,0.265204033992895,1.16554603877508,38.1861479151328,0.123787872026398,"Lrnr_xgboost_20_1_5_",250
"17",0.0453650932889545,0.217189813452767,0.505628927165483,0.530000770372644,0.508992445017341,"Lrnr_glm_TRUE_",500
"18",0.0453650932889545,0.217189813452767,0.107440084713608,0.377537174881436,0.0448369075416168,"Lrnr_earth_2_3_backward_0_1_0_0_",500
"19",0.0453650932889545,0.217189813452767,0.0357471593287827,0.144907096930253,0.0389959969835204,"Lrnr_gam_NULL_NULL_GCV.Cp_",500
"20",0.0453650932889545,0.217189813452767,0.17814677141613,0.570104781017929,0.0671745946977019,"Lrnr_rpart_FALSE_FALSE_FALSE_",500
"21",0.0453650932889545,0.217189813452767,0.710130968786899,1.73535773946333,0.0412947589929487,"Lrnr_ranger_500_TRUE_none_1_",500
"22",0.0453650932889545,0.217189813452767,0.41920853321171,2.70658445590174,0.040771921544402,"Lrnr_xgboost_20_1_3_",500
"23",0.0453650932889545,0.217189813452767,0.599504104468241,3.06973006728922,0.040903783950591,"Lrnr_xgboost_20_1_4_",500
"24",0.0453650932889545,0.217189813452767,0.768021636229865,3.31056736854693,0.0414747524862186,"Lrnr_xgboost_20_1_5_",500
"25",0.0296266041365856,0.117708268818724,0.50638284874839,0.508624767287861,0.507684280675708,"Lrnr_glm_TRUE_",750
"26",0.0296266041365856,0.117708268818724,0.0821900747126797,0.128762448154592,0.0320094295668302,"Lrnr_earth_2_3_backward_0_1_0_0_",750
"27",0.0296266041365856,0.117708268818724,0.0238444811692958,0.0326435230530838,0.0257468792293993,"Lrnr_gam_NULL_NULL_GCV.Cp_",750
"28",0.0296266041365856,0.117708268818724,0.147738271732322,0.216258858374531,0.0535476890824475,"Lrnr_rpart_FALSE_FALSE_FALSE_",750
"29",0.0296266041365856,0.117708268818724,0.756218363532305,1.03860116022684,0.0272652864528584,"Lrnr_ranger_500_TRUE_none_1_",750
"30",0.0296266041365856,0.117708268818724,0.351209298279165,0.755267044808175,0.0272408675294896,"Lrnr_xgboost_20_1_3_",750
"31",0.0296266041365856,0.117708268818724,0.515505103074104,0.994062922323077,0.0268956465938754,"Lrnr_xgboost_20_1_4_",750
"32",0.0296266041365856,0.117708268818724,0.673824759308412,1.19194958235428,0.0271380143226413,"Lrnr_xgboost_20_1_5_",750
"33",0.0259413935795024,0.0727238701675933,0.503764820979824,0.506798792443391,0.505082897407271,"Lrnr_glm_TRUE_",1000
"34",0.0259413935795024,0.0727238701675933,0.0883419480436092,0.151299801067174,0.0292833266374986,"Lrnr_earth_2_3_backward_0_1_0_0_",1000
"35",0.0259413935795024,0.0727238701675933,0.0207835288391195,0.031535051812096,0.0228595574559037,"Lrnr_gam_NULL_NULL_GCV.Cp_",1000
"36",0.0259413935795024,0.0727238701675933,0.134907230767471,0.197074884627303,0.0500238124779845,"Lrnr_rpart_FALSE_FALSE_FALSE_",1000
"37",0.0259413935795024,0.0727238701675933,0.790514414092494,1.10063611836652,0.0240263616960338,"Lrnr_ranger_500_TRUE_none_1_",1000
"38",0.0259413935795024,0.0727238701675933,0.308550187419288,0.717562513780665,0.0242862492317935,"Lrnr_xgboost_20_1_3_",1000
"39",0.0259413935795024,0.0727238701675933,0.47057896524215,0.95280946558957,0.0237447636006672,"Lrnr_xgboost_20_1_4_",1000
"40",0.0259413935795024,0.0727238701675933,0.625490617692245,1.15150366980446,0.0237850101945108,"Lrnr_xgboost_20_1_5_",1000
"41",0.00632835797588959,0.00846601050223018,0.501663085333096,0.501707450618564,0.501669719404513,"Lrnr_glm_TRUE_",5000
